EID,Name,Salary
28703,Sita,62700.03228766293
28704,Hari,71048.81606072832
28705,Ram,43554.03879305467
28706,Ram,43109.94089416951
28707,Sita,27119.761712144096
28708,Hari,371.04190193675277
28709,Sita,39632.769224547046
28710,Suman,81297.71078238821
28711,Suman,4575.77444053966
28712,Shyam,56760.30133423803
28713,Hari,7022.938448362037
28714,Suman,44302.4910434124
28715,Shyam,50911.78648366303
28716,Shyam,94334.28573853437
28717,Sita,50532.90576182019
28718,Hari,38190.695472577165
28719,Sita,34583.56253106566
28720,Suman,79447.13110916335
28721,Sita,16076.514951860865
28722,Shyam,63150.995868797785
28723,Shyam,45538.22571723506
28724,Sita,41336.639252981164
28725,Suman,35119.598977862945
28726,Suman,4933.827475772712
28727,Sita,12240.710231466666
28728,Suman,27066.364768978503
28729,Ram,27465.56674596822
28730,Ram,85689.82988901983
28731,Ram,73197.2067914862
28732,Ram,2601.5942449202357
28733,Shyam,23059.98678587664
28734,Ram,27228.238501936587
28735,Sita,37074.3243026227
28736,Suman,95033.58479885435
28737,Ram,26577.505344626163
28738,Ram,76896.60358513283
28739,Shyam,34151.87936803198
28740,Sita,96997.28345268281
28741,Shyam,7390.2617813696115
28742,Suman,45202.8449799977
28743,Sita,68462.02314510154
28744,Ram,8238.304847899248
28745,Suman,79777.61267414872
28746,Ram,21857.47832869638
28747,Shyam,7836.996551882058
28748,Shyam,96474.23179860892
28749,Suman,26449.830821642663
28750,Shyam,55480.42941244249
28751,Hari,54886.34817983031
28752,Sita,64171.24096836517
28753,Hari,1626.0979414537412
28754,Sita,68250.24572442626
28755,Suman,79140.86405043748
28756,Shyam,90485.20127111723
28757,Suman,26846.548778720025
28758,Sita,51561.03851166046
28759,Hari,29953.67495387541
28760,Sita,26587.713085873456
28761,Shyam,33612.799113117406
28762,Hari,95796.05819903011
28763,Shyam,20907.659613527918
28764,Sita,39738.07739932087
28765,Ram,16893.07523356638
28766,Ram,92786.61506801473
28767,Ram,28224.492288589674
28768,Shyam,34227.8740915968
28769,Suman,54432.119162745774
28770,Shyam,13279.927656685142
28771,Sita,5551.214070405707
28772,Sita,98978.49238523602
28773,Sita,85515.57068887609
28774,Sita,1847.010437400487
28775,Suman,51999.65851843064
28776,Hari,57619.84418608924
28777,Ram,15837.822611449381
28778,Ram,60488.266923901734
28779,Shyam,83556.43554784164
28780,Ram,88313.89837734017
28781,Sita,28739.804638886122
28782,Hari,86092.26352834524
28783,Sita,51589.83727174575
28784,Ram,93832.34771759012
28785,Ram,20611.3295222898
28786,Ram,53503.03523858234
28787,Ram,68222.94454489757
28788,Hari,34768.74073521824
28789,Hari,32306.39350173259
28790,Ram,7796.7975303995245
28791,Shyam,83943.22643868672
28792,Suman,26545.18803017176
28793,Suman,27290.065021139086
28794,Suman,56889.35471989634
28795,Hari,98453.70163991643
28796,Hari,40268.32936768516
28797,Ram,96408.71456355539
28798,Hari,31018.593521876526
28799,Shyam,956.7395346605113
28800,Shyam,49239.31131870422
28801,Shyam,29301.572099532914
28802,Hari,87189.99626022542
28803,Sita,16249.628260135041
28804,Sita,31834.4169519269
28805,Shyam,65721.78181105015
28806,Suman,83989.68996384875
28807,Sita,71929.60692566707
28808,Shyam,64595.68586173765
28809,Shyam,40141.98992319221
28810,Shyam,95935.62466032598
28811,Ram,37405.947904604574
28812,Ram,38667.22645540816
28813,Suman,99536.70929928253
28814,Hari,17323.254599001382
28815,Hari,20459.794583508363
28816,Sita,39439.11776553507
28817,Suman,37402.66298524093
28818,Sita,486.7093013035451
28819,Shyam,21141.593198211573
28820,Sita,43763.43277825233
28821,Hari,51558.38197603128
28822,Ram,40589.13243133215
28823,Sita,19570.939378638897
28824,Ram,23996.210974553345
28825,Sita,73510.68635346371
28826,Hari,72260.01931984218
28827,Ram,31172.71011755828
28828,Sita,35986.26491706159
28829,Shyam,10455.50262727638
28830,Ram,61976.112034688114
28831,Hari,53747.796960587635
28832,Ram,84935.22725570068
28833,Hari,13964.368591248722
28834,Suman,2622.953618160195
28835,Sita,14373.461256481369
28836,Hari,64628.43544523049
28837,Sita,20013.973651789864
28838,Hari,48646.54000835438
28839,Suman,14129.89539146493
28840,Shyam,97501.82140947852
28841,Sita,16191.308072909083
28842,Ram,74304.04670333587
28843,Ram,49661.60567711114
28844,Hari,26568.313129514154
28845,Hari,80582.47253733734
28846,Hari,55061.57730283968
28847,Shyam,10688.869125968036
28848,Ram,45215.16507051666
28849,Hari,85394.34641962824
28850,Hari,90154.37406765709
28851,Suman,17012.116515311372
28852,Shyam,11813.420527002705
28853,Shyam,29977.21111668712
28854,Shyam,71274.94196816499
28855,Suman,96690.97516053234
28856,Ram,14264.81435405591
28857,Sita,85377.74597145851
28858,Sita,33777.54047535917
28859,Suman,23387.33109432588
28860,Hari,22390.680601735603
28861,Sita,49145.251353557884
28862,Ram,5078.84153585102
28863,Hari,84071.18477787059
28864,Suman,52790.850734093845
28865,Shyam,20759.74583971417
28866,Sita,9985.593422444572
28867,Suman,30530.261770291156
28868,Hari,32244.47017632025
28869,Suman,69515.53952479106
28870,Hari,61592.15393589372
28871,Hari,60528.765879085644
28872,Shyam,14114.142862287748
28873,Suman,13799.720767375156
28874,Suman,91248.80754369195
28875,Ram,68677.64683536181
28876,Hari,53678.486608494844
28877,Hari,76730.7447315727
28878,Sita,53681.15110914573
28879,Suman,611.6419815898721
28880,Ram,73045.54518617383
28881,Ram,14740.408534199878
28882,Ram,45211.91206567558
28883,Sita,10687.8297607778
28884,Shyam,83150.54222774424
28885,Ram,54117.30149660464
28886,Suman,37388.07845721905
28887,Shyam,39649.48528489066
28888,Hari,7837.026479901643
28889,Sita,91163.03663308191
28890,Sita,95237.81524046989
28891,Suman,34657.29515138962
28892,Sita,95745.25740798803
28893,Suman,94463.33241898914
28894,Shyam,59374.34201649172
28895,Shyam,36822.82481855755
28896,Ram,12422.347854045323
28897,Sita,32723.774025842256
28898,Suman,63449.207004600394
28899,Sita,65878.1618317286
28900,Hari,89936.1505307778
28901,Ram,46557.04852210338
28902,Hari,99057.88954884294
28903,Ram,65517.7926461608
28904,Ram,23555.913357632395
28905,Sita,13135.10747431944
28906,Sita,19363.790034608886
28907,Sita,86338.80915644785
28908,Suman,80182.36882325845
28909,Ram,44497.471643452045
28910,Shyam,54230.83322161122
28911,Ram,15333.745138545562
28912,Suman,91167.10812576157
28913,Suman,33354.27391090855
28914,Hari,84068.81996174894
28915,Sita,74841.5762065044
28916,Ram,96582.58180921682
28917,Shyam,92047.1500497374
28918,Ram,14434.126970779571
28919,Ram,29687.89524802752
28920,Hari,6420.082215978018
28921,Suman,49112.52426381111
28922,Sita,16119.538675022239
28923,Shyam,41307.08443877621
28924,Sita,56625.22309301337
28925,Suman,45461.49204989095
28926,Hari,93238.36227988372
28927,Shyam,83037.27830009589
28928,Ram,66882.79930578492
28929,Suman,30267.91152709979
28930,Sita,9616.435485084474
28931,Ram,55349.702121595066
28932,Suman,84588.4937920666
28933,Ram,49634.687447941964
28934,Ram,49628.555359517464
28935,Sita,35660.56795088038
28936,Shyam,77446.40428326896
28937,Hari,41929.929694937266
28938,Ram,82500.4322102902
28939,Suman,73995.82413263065
28940,Hari,71218.01401749543
28941,Ram,67162.62102714267
28942,Ram,42872.13633283143
28943,Ram,34368.01389015663
28944,Hari,55651.42517456835
28945,Ram,14992.891777508821
28946,Ram,80691.2571816749
28947,Ram,65288.844756465405
28948,Ram,76530.30096441018
28949,Sita,3909.7054652643346
28950,Sita,89847.78356224779
28951,Suman,79056.57940400697
28952,Shyam,73854.39332319688
28953,Ram,9522.112846572229
28954,Shyam,98971.71145288143
28955,Hari,30711.448975761457
28956,Hari,98512.85246558032
28957,Ram,67283.0325736353
28958,Sita,12330.60835157237
28959,Hari,32492.197907503738
28960,Hari,85879.80015116361
28961,Ram,61099.700545104875
28962,Shyam,17773.925824658552
28963,Ram,45173.24217817499
28964,Hari,3252.367115467081
28965,Suman,75306.80810635955
28966,Sita,98927.52846098517
28967,Suman,39647.026453175495
28968,Sita,20071.536007857638
28969,Hari,13306.520403763621
28970,Sita,40104.40355113563
28971,Shyam,33572.354544460235
28972,Ram,40924.23996412216
28973,Hari,11864.696333029979
28974,Sita,63861.7627631404
28975,Ram,8825.094495413377
28976,Hari,59857.28714651027
28977,Shyam,63659.369884233216
28978,Shyam,58075.127534566614
28979,Suman,19394.92671708515
28980,Sita,94392.32782492596
28981,Ram,38861.448485431436
28982,Shyam,23469.127729936958
28983,Hari,61820.94464010276
28984,Hari,16573.263928188542
28985,Hari,46203.18586641084
28986,Shyam,80696.70660667018
28987,Sita,55466.48856327294
28988,Suman,1155.245788887893
28989,Suman,6252.89265955028
28990,Shyam,73740.531668354
28991,Shyam,67808.03207437956
28992,Shyam,72153.57334661884
28993,Sita,45694.99456855866
28994,Sita,43766.305229828584
28995,Shyam,7498.15681788264
28996,Shyam,51475.32773712608
28997,Ram,70177.98363951952
28998,Hari,12223.938674602241
28999,Sita,60215.02265741389
29000,Shyam,77154.62031134694
29001,Sita,69657.51903093666
29002,Suman,80990.16804212681
29003,Hari,74276.6448418239
29004,Sita,67592.11919358463
29005,Shyam,19270.660599765622
29006,Hari,39395.780467339704
29007,Suman,40713.41511569324
29008,Shyam,95846.29991828038
29009,Hari,30175.275696164204
29010,Sita,34180.4656619807
29011,Ram,46525.20402744185
29012,Suman,6815.070098263898
29013,Ram,45912.16972241262
29014,Ram,65628.33224122503
29015,Hari,31192.752805492408
29016,Hari,69770.11217082261
29017,Shyam,41307.39559927497
29018,Suman,75025.54894571769
29019,Sita,69752.23962274671
29020,Ram,97780.37835948601
29021,Ram,53059.70299851937
29022,Suman,85096.06351811021
29023,Ram,97351.68416829564
29024,Suman,70654.8489201637
29025,Ram,49232.83308618123
29026,Shyam,3619.9110026487124
29027,Shyam,2941.6663025580547
29028,Suman,99019.94825957519
29029,Hari,61782.67620227299
29030,Hari,29090.8484575101
29031,Ram,96766.29649920897
29032,Shyam,44995.53194560183
29033,Shyam,18223.154254422956
29034,Hari,58721.7941113471
29035,Suman,29779.426340078673
29036,Shyam,36770.1513255302
29037,Sita,17285.204337864834
29038,Hari,87564.30557642794
29039,Ram,69347.42950925653
29040,Suman,13890.5180724351
29041,Hari,90340.7525262384
29042,Hari,73674.2266086002
29043,Shyam,7255.640542404074
29044,Ram,33282.65928202488
29045,Ram,20365.280967109877
29046,Shyam,86154.83899542475
29047,Ram,91801.6796452619
29048,Hari,98532.37501191175
29049,Hari,45295.23995210578
29050,Suman,58855.58651523858
29051,Ram,53862.013017954225
29052,Shyam,54024.869697242306
29053,Suman,90668.04116364116
29054,Suman,38449.423814311114
29055,Suman,68751.36308233801
29056,Shyam,22544.80803639858
29057,Ram,46946.79528164285
29058,Sita,58282.727305018045
29059,Sita,16324.678712522844
29060,Suman,9675.90276335365
29061,Sita,69767.10206938164
29062,Shyam,59105.71975925201
29063,Hari,91104.10396652206
29064,Hari,37005.42277893612
29065,Hari,74641.34620281689
29066,Ram,8490.23473302869
29067,Suman,60677.394618958206
29068,Sita,51304.28837849528
29069,Hari,49960.796142439256
29070,Hari,8512.768666468628
29071,Ram,56139.941624157895
29072,Ram,47772.06996776189
29073,Suman,83817.27030016718
29074,Shyam,26430.75929306342
29075,Shyam,49474.956040561236
29076,Sita,92116.05439108146
29077,Suman,65161.2000025925
29078,Suman,35688.98130607503
29079,Hari,35207.46036772671
29080,Shyam,3793.787381064928
29081,Hari,7931.874158952579
29082,Suman,26645.003893558227
29083,Hari,86952.89264476704
29084,Shyam,38904.69093681204
29085,Suman,90173.82361154958
29086,Sita,63941.51706227939
29087,Sita,25032.551608509668
29088,Sita,85662.03130295372
29089,Shyam,5007.276758964341
29090,Sita,42453.39244437111
29091,Hari,72974.27279285216
29092,Sita,81567.18831263331
29093,Ram,1904.3390700649531
29094,Shyam,83957.33870568532
29095,Suman,10597.761465909161
29096,Hari,16677.512948674677
29097,Shyam,72661.3433268503
29098,Sita,54559.748233433995
29099,Suman,39780.14225762796
29100,Ram,80995.68719605423
29101,Sita,76715.73525046333
29102,Hari,46484.12072310159
29103,Sita,75636.60906778062
29104,Ram,43912.82821181984
29105,Shyam,52189.48618947145
29106,Ram,2146.4076094102056
29107,Suman,41281.89022437834
29108,Ram,94408.89257103641
29109,Shyam,18736.277509990785
29110,Hari,47730.666975835666
29111,Ram,12492.40722736773
29112,Sita,2775.439085322684
29113,Shyam,71954.58097073446
29114,Hari,35754.59260638456
29115,Suman,32723.111698618013
29116,Sita,15184.079639535963
29117,Sita,64784.48143629136
29118,Sita,55049.81605724681
29119,Shyam,78487.05679573584
29120,Sita,5930.254037726246
29121,Hari,39387.75863407325
29122,Ram,22592.467287026164
29123,Shyam,68416.45529306846
29124,Suman,80299.07141674672
29125,Ram,42828.17846346797
29126,Suman,91499.7572917319
29127,Suman,17451.04830440123
29128,Shyam,84995.38616578112
29129,Ram,46829.38737241288
29130,Hari,8482.672799891743
29131,Shyam,24417.475076467952
29132,Ram,98051.83560246076
29133,Suman,36544.18121708943
29134,Suman,4699.075544447717
29135,Suman,97470.14817393348
29136,Hari,53932.68826950878
29137,Shyam,92936.380806124
29138,Shyam,92308.02377707252
29139,Ram,44977.51367914461
29140,Shyam,21075.092009786054
29141,Hari,74664.36213078522
29142,Shyam,93829.63052851212
29143,Hari,42986.833995400506
29144,Sita,39270.69089675558
29145,Ram,4549.3778637206715
29146,Suman,69110.48002007788
29147,Sita,86425.89237935559
29148,Shyam,46902.94320347626
29149,Ram,92623.92190925358
29150,Ram,1281.5508957065401
29151,Shyam,18860.74807677741
29152,Shyam,96672.9387256511
29153,Hari,70238.17845324449
29154,Suman,82307.38765113082
29155,Shyam,59215.4453528154
29156,Shyam,23785.68332379165
29157,Suman,34185.437665876896
29158,Ram,81645.70909504779
29159,Suman,10569.782770212454
29160,Hari,80543.55438167362
29161,Hari,6081.076917586248
29162,Sita,62447.68209577243
29163,Sita,87507.28585094902
29164,Ram,31811.50278903032
29165,Suman,7873.203081302693
29166,Hari,29726.897805566667
29167,Shyam,45826.404901673435
29168,Shyam,29036.816219125307
29169,Shyam,63192.67479209955
29170,Ram,52564.54513508365
29171,Hari,21312.987557366625
29172,Sita,6554.449051107425
29173,Shyam,27347.395252234095
29174,Sita,44924.92853514914
29175,Sita,42553.38345971258
29176,Hari,62992.05002301432
29177,Hari,29427.84060994781
29178,Ram,33526.038984064275
29179,Shyam,63112.644015801045
29180,Shyam,38668.71923895117
29181,Sita,5083.759697033807
29182,Suman,32878.20244967771
29183,Suman,64230.8265475443
29184,Ram,41895.22102885318
29185,Shyam,83369.82717815408
29186,Suman,75931.60302224598
29187,Hari,70246.45908903601
29188,Ram,80290.75267371675
29189,Suman,90477.39573806826
29190,Ram,63017.354927875225
29191,Ram,93870.80193839174
29192,Shyam,89102.47530255352
29193,Ram,84177.31687236676
29194,Shyam,76415.33987690684
29195,Suman,92138.70848206765
29196,Sita,46873.356918362144
29197,Shyam,11840.198106835154
29198,Shyam,92399.24127495126
29199,Sita,46459.29266224474
29200,Sita,19001.767060152353
29201,Suman,3868.745796760853
29202,Hari,68287.92657269185
29203,Suman,72286.74159748248
29204,Hari,14456.093602358344
29205,Sita,84597.97667094858
29206,Hari,34990.69959084088
29207,Sita,3167.4056112602657
29208,Shyam,32377.746762376468
29209,Shyam,35445.6180240583
29210,Suman,31870.411754027904
29211,Hari,3761.2293013555177
29212,Sita,27110.088242990005
29213,Shyam,51551.73735616715
29214,Hari,83344.53875185117
29215,Hari,39435.72908302071
29216,Hari,1492.2905434767042
29217,Suman,50896.94834032559
29218,Suman,57165.73535761078
29219,Sita,35590.44420218231
29220,Hari,25045.993182379534
29221,Sita,20530.513087510604
29222,Suman,76133.97617842535
29223,Sita,25252.445535408595
29224,Ram,29509.086337171662
29225,Shyam,61743.712114902075
29226,Suman,57358.61615942523
29227,Ram,76069.13786949664
29228,Shyam,82955.74255148364
29229,Ram,40652.79107403762
29230,Suman,19813.21088929844
29231,Hari,68452.53935556125
29232,Hari,38057.844656009256
29233,Shyam,22006.323524278858
29234,Hari,7991.26712957744
29235,Shyam,89923.61561613623
29236,Hari,59067.49044084162
29237,Hari,50526.22862573298
29238,Hari,36105.09199859636
29239,Suman,70554.91543594182
29240,Sita,65709.31227871164
29241,Sita,23422.536366463453
29242,Ram,20035.271794954668
29243,Shyam,20537.65390987473
29244,Suman,94613.76020914594
29245,Sita,24244.436132701063
29246,Sita,30000.432071549476
29247,Hari,21731.49321020973
29248,Shyam,73733.29503556309
29249,Shyam,81257.84082976356
29250,Shyam,50454.35744958052
29251,Sita,24757.370734249052
29252,Sita,95110.59465919214
29253,Shyam,82487.18452830774
29254,Shyam,20418.12864475222
29255,Hari,99227.97248711194
29256,Ram,76471.8930310667
29257,Shyam,60792.18958264456
29258,Shyam,90358.4077248509
29259,Sita,49053.37943791199
29260,Sita,20198.538795887154
29261,Sita,25698.475283986645
29262,Hari,3649.616173179504
29263,Ram,19149.94361528213
29264,Sita,83545.71500022791
29265,Hari,22047.592660531256
29266,Hari,38886.91493846604
29267,Ram,27043.337425187554
29268,Ram,33759.39058453756
29269,Hari,66525.59566051039
29270,Ram,644.8039403806338
29271,Ram,68239.3558780093
29272,Ram,85449.14673310053
29273,Suman,33720.24243321842
29274,Shyam,35885.75816819394
29275,Ram,70581.69170371113
29276,Sita,97414.16432085336
29277,Shyam,20178.395761641656
29278,Hari,36600.20038996458
29279,Hari,6480.113372730345
29280,Shyam,73210.05858011289
29281,Sita,88162.30261232272
29282,Suman,51888.00278717831
29283,Ram,93426.82805197407
29284,Sita,351.3281289096892
29285,Suman,67633.2269313835
29286,Shyam,47910.20765771602
29287,Hari,9664.682058159779
29288,Suman,28358.726906710817
29289,Shyam,40196.15018876351
29290,Sita,63549.35473408448
29291,Ram,79426.98589075363
29292,Suman,86589.27460720432
29293,Shyam,8072.10287390564
29294,Hari,12393.850028053543
29295,Shyam,66356.1583276529
29296,Sita,37576.173279792914
29297,Ram,30726.768765486413
29298,Sita,54703.798999898136
29299,Sita,85133.6248988179
29300,Shyam,99575.22904243227
29301,Shyam,4770.290338784666
29302,Suman,98527.06360539417
29303,Hari,84987.01013847641
29304,Shyam,43327.84545092698
29305,Hari,28684.64132109423
29306,Sita,33753.30707990346
29307,Sita,30130.138924714756
29308,Sita,72939.23905303956
29309,Ram,47858.09648494642
29310,Hari,51972.071775275916
29311,Sita,45010.289180900574
29312,Sita,38732.48779392315
29313,Suman,82941.9494224289
29314,Hari,68294.54874930442
29315,Sita,34846.21115847252
29316,Sita,97666.81678574276
29317,Suman,6397.907899887067
29318,Ram,39887.59947331271
29319,Sita,68972.34900626334
29320,Hari,42287.99510060859
29321,Shyam,394.90176912827525
29322,Shyam,94687.17390494775
29323,Shyam,41821.61177033887
29324,Sita,71557.1325000176
29325,Shyam,9849.831285814225
29326,Shyam,75698.96480984626
29327,Hari,89409.24576762521
29328,Suman,35982.175176650155
29329,Hari,37291.8708005901
29330,Shyam,6348.7224055294055
29331,Sita,47809.85055140232
29332,Suman,38198.259569615024
29333,Shyam,32774.17907212676
29334,Ram,30738.22012400983
29335,Shyam,31600.11208759744
29336,Hari,19306.540444453825
29337,Suman,48121.90516559256
29338,Shyam,96132.26235378021
29339,Hari,21966.435683610387
29340,Hari,72443.88265007877
29341,Suman,28602.744669210377
29342,Ram,62193.13679185459
29343,Shyam,12351.009533823453
29344,Sita,26014.36859681058
29345,Ram,52181.89704336704
29346,Shyam,37501.31407251865
29347,Ram,54757.43416234543
29348,Sita,17816.01809521961
29349,Suman,4774.949210340773
29350,Shyam,26674.113027485637
29351,Ram,10399.622952727083
29352,Suman,73717.46868226558
29353,Suman,94120.89570000519
29354,Hari,21289.69845749582
29355,Sita,33758.90254928758
29356,Hari,34651.94315754714
29357,Shyam,71314.20891168005
29358,Hari,72211.57001500278
29359,Ram,56529.89608275829
29360,Sita,79130.05753210427
29361,Ram,90986.10043737937
29362,Sita,33410.273730362795
29363,Hari,86184.5151183272
29364,Hari,62474.55888059757
29365,Suman,37317.66606162163
29366,Hari,50845.114313512895
29367,Sita,52079.48227782426
29368,Ram,51209.775541078205
29369,Shyam,19410.73564768957
29370,Shyam,91715.08008527054
29371,Ram,40008.90000159395
29372,Sita,81251.74832327367
29373,Sita,83184.62659230543
29374,Shyam,56139.28933884699
29375,Shyam,72463.0866191847
29376,Shyam,73816.29476131436
29377,Sita,77638.51842956075
29378,Shyam,49790.250445028054
29379,Shyam,81848.14804297907
29380,Hari,17810.723125339446
29381,Hari,91114.60852651701
29382,Shyam,99195.88960213044
29383,Suman,47024.00280606656
29384,Suman,58143.34438966674
29385,Hari,32309.739936255322
29386,Hari,36516.266352960345
29387,Hari,5347.33470896075
29388,Sita,60104.60897710762
29389,Suman,15079.922887121078
29390,Suman,63448.56663791396
29391,Shyam,18713.085063286304
29392,Suman,80660.67257055052
29393,Hari,58197.481732620225
29394,Ram,4882.165321186749
29395,Ram,1700.3972337350515
29396,Suman,89474.71081140278
29397,Suman,2187.7352957941466
29398,Ram,62782.52070579189
29399,Suman,12949.818506715315
29400,Sita,35587.606363226645
29401,Hari,66491.54960040108
29402,Shyam,55630.058822568186
29403,Hari,4073.2490397249353
29404,Ram,31085.73057242486
29405,Ram,2364.9828351443693
29406,Ram,66175.74129296014
29407,Hari,33869.3428670306
29408,Sita,47963.05926424038
29409,Shyam,27928.250547182233
29410,Ram,95391.28811650295
29411,Sita,79198.25196237086
29412,Hari,85234.08554162462
29413,Shyam,44045.6684548412
29414,Ram,74522.554428141
29415,Suman,40807.50952104115
29416,Ram,87784.97762089659
29417,Sita,95724.22388981766
29418,Shyam,82013.16451182822
29419,Suman,98203.54942699111
29420,Sita,863.011017838966
29421,Sita,26668.158850659875
29422,Suman,88705.86180888697
29423,Suman,58762.106291246375
29424,Suman,84109.82592633054
29425,Sita,27095.28856076091
29426,Sita,26321.04177231054
29427,Ram,64482.53666903448
29428,Sita,88326.4296186874
29429,Suman,92236.27331303943
29430,Shyam,29358.495160747956
29431,Shyam,51112.13834726056
29432,Shyam,98042.14529684302
29433,Sita,24599.469132783837
29434,Shyam,2008.895135987976
29435,Ram,84224.86124130974
29436,Hari,76027.56993479368
29437,Suman,94507.0824492781
29438,Suman,16183.761525449803
29439,Shyam,90224.06904988653
29440,Hari,85664.8057954205
29441,Suman,20143.94089200793
29442,Shyam,41816.66183948914
29443,Ram,77943.50465626051
29444,Shyam,10006.152667370361
29445,Suman,15745.705314881776
29446,Shyam,29597.6446895013
29447,Shyam,55684.56863395562
29448,Suman,45712.87283183999
29449,Suman,8464.108314557507
29450,Sita,29255.594687646702
29451,Ram,45011.37078291812
29452,Hari,47769.57330690782
29453,Hari,24848.200412399092
29454,Ram,92993.20130756976
29455,Hari,92679.49587983229
29456,Sita,25658.46029998584
29457,Hari,15423.391093104732
29458,Ram,49086.471193803016
29459,Ram,53176.904690396565
29460,Sita,83410.6506373549
29461,Suman,16250.97102016283
29462,Ram,7493.949739040273
29463,Ram,33730.22466884129
29464,Suman,45339.10382454418
29465,Suman,47207.95207236364
29466,Ram,35512.87312888572
29467,Hari,11024.961597836025
29468,Suman,26370.37803830813
29469,Sita,9599.421978593258
29470,Hari,60458.746229035074
29471,Hari,99930.28235179764
29472,Sita,26936.350094359717
29473,Hari,53864.90638010606
29474,Sita,80521.11901802779
29475,Hari,26521.325131145346
29476,Hari,5803.295376381035
29477,Suman,22702.013705313017
29478,Shyam,21368.36738974969
29479,Sita,91601.49615846162
29480,Hari,60501.876278158605
29481,Sita,77813.13394840909
29482,Ram,82457.44202495457
29483,Hari,49510.40414392622
29484,Sita,75610.060477217
29485,Sita,62734.95505017301
29486,Suman,65739.45783962049
29487,Sita,64037.31746047351
29488,Hari,7825.90015318505
29489,Suman,88476.74918238369
29490,Suman,49620.82747247573
29491,Suman,18898.046822558434
29492,Sita,15388.609395929909
29493,Hari,11292.254050868123
29494,Sita,5641.8426447122365
29495,Ram,13022.168165809011
29496,Shyam,97382.6366351106
29497,Sita,27485.886851765783
29498,Ram,79494.9853730452
29499,Shyam,94934.87840773836
29500,Ram,53609.18748918293
29501,Hari,10587.321013367335
29502,Ram,74996.09712140216
29503,Suman,4505.379458276826
29504,Shyam,40481.276402199095
29505,Shyam,23019.859938080644
29506,Hari,77702.1103075362
29507,Ram,67294.54780020074
29508,Ram,44587.03191253076
29509,Sita,20753.529350115063
29510,Ram,39950.832738727484
29511,Suman,82223.55488700094
29512,Hari,17971.38587874636
29513,Shyam,19502.736631989148
29514,Shyam,43540.20244879639
29515,Shyam,4172.215216118358
29516,Shyam,36781.51599990895
29517,Suman,96450.40021107791
29518,Suman,28280.94280953071
29519,Hari,49998.30543158309
29520,Suman,96106.0079902058
29521,Shyam,19432.255996454882
29522,Shyam,95571.1696527907
29523,Sita,29105.35123289314
29524,Shyam,68135.8529208444
29525,Sita,56292.338999255386
29526,Ram,13259.059614009184
29527,Shyam,33221.76912074325
29528,Hari,4412.341576569734
29529,Hari,31047.788448127158
29530,Suman,8858.66660473833
29531,Ram,55345.00431087332
29532,Sita,69085.40450847801
29533,Hari,8965.577523870128
29534,Ram,54160.248901954255
29535,Ram,84539.45979524434
29536,Suman,60920.27083255416
29537,Ram,57296.585550447264
29538,Suman,57726.37869259439
29539,Sita,65209.58941961434
29540,Hari,43947.9790451146
29541,Suman,57207.16485508496
29542,Ram,47690.84275617679
29543,Suman,97065.298557457
29544,Suman,64148.52375967768
29545,Ram,87401.01552106164
29546,Hari,87828.40900976092
29547,Hari,51888.05329569355
29548,Suman,90282.83499600478
29549,Suman,96901.28894346209
29550,Ram,10482.528305471405
29551,Ram,9538.932080465367
29552,Sita,25247.366792626868
29553,Ram,58861.84199402448
29554,Suman,28548.832632812017
29555,Hari,76443.53250510569
29556,Suman,23762.977409499243
29557,Hari,33708.57565379037
29558,Ram,68449.0932303898
29559,Hari,26199.069779869656
29560,Sita,29225.560911305547
29561,Hari,57484.7194172147
29562,Suman,34070.2211741471
29563,Sita,13825.109345557541
29564,Shyam,20016.85811078402
29565,Hari,27536.324370455633
29566,Shyam,7779.520212588242
29567,Ram,27897.03103890402
29568,Shyam,99387.90557161541
29569,Suman,49738.17159617797
29570,Suman,96033.74419414673
29571,Hari,90306.1818246546
29572,Suman,41670.33569628004
29573,Hari,44096.25836939067
29574,Ram,34501.87632423329
29575,Sita,31440.219052553573
29576,Shyam,44855.22306958175
29577,Sita,30282.428348196412
29578,Suman,93921.12838409482
29579,Shyam,242.815764567883
29580,Ram,6179.731498405894
29581,Hari,52407.52150921352
29582,Ram,56928.4080314425
29583,Shyam,62403.73097540631
29584,Shyam,17892.776244307628
29585,Suman,60988.36636981786
29586,Shyam,88053.72867962057
29587,Sita,32995.98215855042
29588,Ram,40894.41073839405
29589,Ram,36299.09198286505
29590,Ram,18917.3966787466
29591,Hari,16694.70343470808
29592,Shyam,98474.97614058122
29593,Ram,56675.34687059346
29594,Hari,2475.540463463255
29595,Suman,66335.37790090484
29596,Shyam,61116.98798098535
29597,Suman,63024.995638657434
29598,Ram,96288.94979567562
29599,Shyam,98905.89374506424
29600,Sita,56387.594751821925
29601,Sita,76353.12020311988
29602,Sita,43157.084081605666
29603,Suman,86968.07724491447
29604,Hari,43375.82892920485
29605,Hari,79059.27847619128
29606,Suman,76104.64153496057
29607,Sita,38914.86784442933
29608,Sita,12611.343047673872
29609,Sita,66526.7878852002
29610,Ram,50899.33070260263
29611,Suman,8819.653907343018
29612,Sita,60882.16702470943
29613,Ram,80629.18050530678
29614,Suman,90109.96274487865
29615,Shyam,13843.244150348044
29616,Hari,65413.03543361945
29617,Sita,42866.7142815046
29618,Sita,78546.41821600494
29619,Sita,45091.69713535534
29620,Hari,81073.84748682781
29621,Hari,97146.2418088
